,ID_REF,m2h 1-pvalue,m2h stat,m2h2-pvalue
31217,221937_at,5.12E-05,-4.052088044,0.000102394
9850,1570450_at,5.15E-05,-4.050698214,0.000102915
51306,242057_at,5.16E-05,-4.050169245,0.000103114
42005,232752_at,5.19E-05,-4.048128123,0.000103885
44334,235085_at,5.27E-05,-4.044162571,0.0001054
33239,223964_x_at,5.27E-05,-4.044118757,0.000105417
53521,244271_at,5.29E-05,-4.04289577,0.000105888
34969,225712_at,5.32E-05,-4.041764082,0.000106326
26346,217056_at,5.34E-05,-4.040362015,0.000106871
28340,219056_at,5.38E-05,-4.038546339,0.000107581
41258,232004_at,5.42E-05,-4.036692755,0.00010831
53793,244543_s_at,5.45E-05,-4.035050193,0.000108961
43436,234186_at,5.48E-05,-4.03362249,0.000109529
34394,225137_at,5.51E-05,-4.031998973,0.000110179
10896,201448_at,5.51E-05,-4.031796494,0.00011026
27549,218264_at,5.60E-05,-4.027707856,0.000111914
11337,201889_at,5.60E-05,-4.027287766,0.000112085
38007,228753_at,5.61E-05,-4.027075956,0.000112171
45810,236561_at,5.61E-05,-4.026998442,0.000112203
51072,241823_at,5.68E-05,-4.023639569,0.000113582
18263,208848_at,5.71E-05,-4.022070463,0.000114233
50859,241610_x_at,5.72E-05,-4.021734469,0.000114372
38429,229175_at,5.74E-05,-4.020906225,0.000114717
22998,213698_at,5.78E-05,-4.018715983,0.000115634
17064,207623_at,5.82E-05,-4.016858247,0.000116417
13636,204189_at,5.82E-05,-4.016813078,0.000116437
48172,238923_at,5.86E-05,-4.014939453,0.000117232
13729,204282_s_at,5.87E-05,-4.014668093,0.000117347
27418,218133_s_at,5.88E-05,-4.014203364,0.000117546
22033,212728_at,5.88E-05,-4.014011196,0.000117628
31024,221744_at,5.93E-05,-4.011696379,0.000118621
35000,225743_at,5.97E-05,-4.009756223,0.000119459
37171,227917_at,5.98E-05,-4.009385027,0.00011962
54524,58367_s_at,6.02E-05,-4.007630471,0.000120384
52985,243736_at,6.10E-05,-4.003847327,0.000122048
2275,1555370_a_at,6.11E-05,-4.003588097,0.000122162
21712,212407_at,6.16E-05,-4.001286615,0.000123186
50733,241484_x_at,6.18E-05,-4.000296387,0.000123629
39432,230178_s_at,6.21E-05,-3.999244373,0.000124101
42712,233461_x_at,6.21E-05,-3.998985932,0.000124217
37976,228722_at,6.22E-05,-3.998490665,0.000124441
2104,1555157_at,6.27E-05,-3.996557936,0.000125315
20492,211128_at,6.28E-05,-3.995945942,0.000125593
27192,217907_at,6.31E-05,-3.994419759,0.000126289
40012,230758_at,6.33E-05,-3.993590183,0.000126669
45603,236354_at,6.37E-05,-3.99216014,0.000127327
39637,230383_x_at,6.38E-05,-3.991481243,0.00012764
42225,232972_at,6.39E-05,-3.991200122,0.00012777
23100,213800_at,6.46E-05,-3.988056612,0.000129231
3356,1556972_at,6.50E-05,-3.986573676,0.000129926
29235,219951_s_at,6.53E-05,-3.985163792,0.00013059
20276,210909_x_at,6.58E-05,-3.98291185,0.000131658
38387,229133_s_at,6.68E-05,-3.979027257,0.000133519
41116,231862_at,6.68E-05,-3.978686932,0.000133683
24240,214945_at,6.70E-05,-3.977853456,0.000134086
43590,234340_at,6.75E-05,-3.975774302,0.000135097
24513,215219_at,6.77E-05,-3.975342077,0.000135308
37860,228606_at,6.77E-05,-3.975295452,0.000135331
22508,213206_at,6.82E-05,-3.973124676,0.000136395
35973,226718_at,6.86E-05,-3.971688641,0.000137104
45127,235878_at,6.87E-05,-3.971154854,0.000137368
29110,219826_at,6.89E-05,-3.970204743,0.00013784
35286,226030_at,6.91E-05,-3.969619482,0.000138131
44727,235478_at,6.91E-05,-3.969438266,0.000138221
30312,221028_s_at,7.05E-05,-3.964103552,0.000140906
14024,204577_s_at,7.10E-05,-3.961915029,0.000142021
33601,224334_s_at,7.12E-05,-3.961338509,0.000142316
51923,242674_at,7.20E-05,-3.958115446,0.000143978
30295,221011_s_at,7.20E-05,-3.957975492,0.000144051
41017,231763_at,7.22E-05,-3.957272828,0.000144415
36263,227008_at,7.22E-05,-3.957220528,0.000144443
14098,204651_at,7.25E-05,-3.956198742,0.000144975
42957,233706_at,7.30E-05,-3.954054343,0.000146098
22658,213357_at,7.37E-05,-3.951670204,0.000147356
13180,203733_at,7.42E-05,-3.949840808,0.000148329
18627,209213_at,7.49E-05,-3.94716887,0.000149761
53041,243792_x_at,7.49E-05,-3.946978743,0.000149863
38384,229130_at,7.61E-05,-3.942770265,0.000152146
49257,240008_at,7.67E-05,-3.940512888,0.000153385
39104,229850_at,7.74E-05,-3.937953692,0.0001548
25019,215726_s_at,7.75E-05,-3.937703282,0.00015494
14701,205254_x_at,7.77E-05,-3.936996756,0.000155333
54551,63009_at,7.77E-05,-3.936816109,0.000155434
29527,220243_at,7.87E-05,-3.93327615,0.00015742
35644,226388_at,7.92E-05,-3.931590607,0.000158374
36285,227030_at,7.94E-05,-3.930975105,0.000158724
40043,230789_at,8.05E-05,-3.926846307,0.00016109
51758,242509_at,8.06E-05,-3.926742118,0.000161151
53,1552316_a_at,8.09E-05,-3.925694729,0.000161756
45016,235767_x_at,8.13E-05,-3.924250891,0.000162595
34581,225324_at,8.19E-05,-3.922241687,0.000163769
41356,232102_at,8.21E-05,-3.921456328,0.00016423
29154,219870_at,8.22E-05,-3.92100813,0.000164494
22570,213269_at,8.23E-05,-3.920997289,0.0001645
38979,229725_at,8.24E-05,-3.920642487,0.000164709
53207,243958_at,8.26E-05,-3.919812265,0.000165199
54068,244818_at,8.35E-05,-3.916668359,0.000167068
15040,205593_s_at,8.42E-05,-3.91436254,0.000168451
37815,228561_at,8.45E-05,-3.913415306,0.000169023
13854,204407_at,8.46E-05,-3.913083849,0.000169223
47396,238147_at,8.49E-05,-3.91210663,0.000169815
46586,237337_at,8.51E-05,-3.911492438,0.000170188
28150,218866_s_at,8.66E-05,-3.906434864,0.000173291
6552,1562368_at,8.68E-05,-3.906046959,0.000173532
30336,221052_at,8.79E-05,-3.902488925,0.00017575
47844,238595_at,8.86E-05,-3.900202358,0.000177189
48879,239630_at,8.86E-05,-3.900122873,0.00017724
11156,201708_s_at,8.87E-05,-3.899840662,0.000177418
48292,239043_at,8.88E-05,-3.899673509,0.000177524
37283,228029_at,8.89E-05,-3.899225728,0.000177808
25277,215985_at,8.93E-05,-3.898126826,0.000178506
12012,202564_x_at,8.98E-05,-3.896504548,0.000179542
27292,218007_s_at,9.04E-05,-3.89454798,0.000180798
37692,228438_at,9.04E-05,-3.894468442,0.000180849
2022,1555040_at,9.05E-05,-3.894276558,0.000180973
36081,226826_at,9.10E-05,-3.892824157,0.000181912
22622,213321_at,9.10E-05,-3.8925511,0.000182089
39295,230041_at,9.12E-05,-3.89196243,0.000182472
11899,202451_at,9.16E-05,-3.890831874,0.000183208
38507,229253_at,9.22E-05,-3.88891131,0.000184465
45475,236226_at,9.31E-05,-3.886167378,0.000186276
25230,215937_at,9.33E-05,-3.885821757,0.000186506
35736,226480_at,9.35E-05,-3.88505638,0.000187014
35245,225989_at,9.39E-05,-3.88396087,0.000187745
12551,203102_s_at,9.41E-05,-3.883369545,0.00018814
41209,231955_s_at,9.50E-05,-3.880572543,0.000190021
380,1552790_a_at,9.57E-05,-3.878666657,0.000191313
39441,230187_s_at,9.61E-05,-3.877469024,0.000192129
44924,235675_at,9.62E-05,-3.877098468,0.000192383
31026,221746_at,9.72E-05,-3.874114778,0.000194433
31367,222087_at,9.75E-05,-3.873419935,0.000194914
52403,243154_at,9.80E-05,-3.871713708,0.000196098
35486,226230_at,9.83E-05,-3.871126988,0.000196507
11709,202261_at,9.85E-05,-3.870504769,0.000196942
35639,226383_at,9.95E-05,-3.867655857,0.000198943
51140,241891_at,9.95E-05,-3.86756695,0.000199006
37219,227965_at,0.000100424,-3.864969005,0.000200849
48428,239179_at,0.000100609,-3.86445004,0.000201219
30337,221053_s_at,0.000101209,-3.862773968,0.000202419
54326,39249_at,0.000101292,-3.862544224,0.000202584
49842,240593_x_at,0.00010145,-3.862103443,0.0002029
11062,201614_s_at,0.000102252,-3.85988281,0.000204504
1387,1554185_at,0.000102465,-3.859295858,0.00020493
17410,207979_s_at,0.000103013,-3.857789446,0.000206026
3142,1556655_s_at,0.000103892,-3.85539066,0.000207785
30329,221045_s_at,0.000104307,-3.854266597,0.000208613
53200,243951_at,0.000104976,-3.85245854,0.000209953
9063,1569156_at,0.000105392,-3.851343434,0.000210783
26682,217397_at,0.000105472,-3.851127249,0.000210945
46803,237554_at,0.000105694,-3.850534752,0.000211387
39286,230032_at,0.000106186,-3.849220678,0.000212372
45377,236128_at,0.000106198,-3.849190532,0.000212395
31994,222715_s_at,0.00010634,-3.848811626,0.00021268
10718,201270_x_at,0.0001067,-3.847856993,0.000213399
26783,217498_at,0.000107645,-3.84536212,0.000215291
35097,225840_at,0.000108059,-3.844276984,0.000216118
14415,204968_at,0.000108126,-3.844100448,0.000216253
38353,229099_at,0.000108299,-3.843650612,0.000216597
51884,242635_s_at,0.000108981,-3.841873219,0.000217962
20182,210802_s_at,0.000109463,-3.84062348,0.000218927
29733,220449_at,0.000109758,-3.839863437,0.000219515
7152,1563321_s_at,0.000110052,-3.839105545,0.000220104
39145,229891_x_at,0.000110123,-3.838923308,0.000220245
24906,215613_at,0.000110368,-3.838293035,0.000220736
44109,234860_at,0.000110655,-3.837558322,0.00022131
36839,227585_at,0.000110788,-3.837217121,0.000221576
27973,218689_at,0.000110811,-3.837158394,0.000221622
12537,203088_at,0.000110936,-3.836840466,0.000221871
48483,239234_at,0.000110946,-3.836812917,0.000221893
35599,226343_at,0.00011107,-3.836496384,0.000222141
50783,241534_at,0.000111354,-3.83577498,0.000222707
42445,233192_s_at,0.000111354,-3.835774752,0.000222708
34139,224881_at,0.000111842,-3.834535113,0.000223684
44771,235522_at,0.000111918,-3.834343056,0.000223836
41681,232427_at,0.000111923,-3.834330121,0.000223846
39372,230118_at,0.000112189,-3.8336577,0.000224378
11272,201824_at,0.000112368,-3.833206162,0.000224736
31293,222013_x_at,0.000112811,-3.832089652,0.000225623
11412,201964_at,0.000115141,-3.826293652,0.000230282
41793,232539_at,0.000115689,-3.824945821,0.000231378
4422,1558801_at,0.000115932,-3.824349417,0.000231865
39943,230689_at,0.000115946,-3.824315318,0.000231893
14485,205038_at,0.000116007,-3.82416773,0.000232013
52554,243305_at,0.000116068,-3.824017389,0.000232136
4595,1559097_at,0.000117333,-3.820940341,0.000234666
53929,244679_at,0.000118403,-3.818360987,0.000236807
39266,230012_at,0.000118792,-3.817429915,0.000237584
36830,227576_at,0.000119485,-3.815777849,0.000238969
37772,228518_at,0.000120073,-3.814381557,0.000240146
37231,227977_at,0.000120433,-3.813529026,0.000240867
27776,218491_s_at,0.000120782,-3.812707394,0.000241564
51206,241957_x_at,0.00012122,-3.811677824,0.00024244
48854,239605_x_at,0.000121844,-3.810218177,0.000243687
39316,230062_at,0.000121856,-3.810188419,0.000243713
28266,218982_s_at,0.000122322,-3.809103686,0.000244644
54310,38290_at,0.000122399,-3.808923538,0.000244799
19296,209890_at,0.000123778,-3.805736311,0.000247555
26487,217200_x_at,0.000124425,-3.804250719,0.00024885
25099,215806_x_at,0.000125547,-3.801695423,0.000251093
5674,1560977_a_at,0.000126106,-3.800429457,0.000252211
53040,243791_at,0.00012645,-3.799653316,0.000252899
52168,242919_at,0.0001266,-3.799313571,0.000253201
4479,1558890_at,0.00012771,-3.796826906,0.000255419
31522,222243_s_at,0.000127934,-3.796326735,0.000255868
44731,235482_at,0.000128384,-3.795325488,0.000256768
35813,226557_at,0.000129257,-3.793392163,0.000258514
34285,225028_at,0.000129977,-3.791808006,0.000259953
45863,236614_at,0.000130327,-3.791038989,0.000260655
39956,230702_at,0.000130963,-3.789650641,0.000261925
47743,238494_at,0.000132279,-3.786796027,0.000264557
22505,213203_at,0.000132932,-3.785389425,0.000265863
22775,213474_at,0.000133606,-3.783943693,0.000267212
11464,202016_at,0.000133645,-3.783859587,0.000267291
15756,206310_at,0.000133808,-3.783511882,0.000267616
45031,235782_at,0.000134498,-3.782041636,0.000268996
32950,223674_s_at,0.000135597,-3.779714497,0.000271195
32339,223060_at,0.000135801,-3.779285873,0.000271602
11901,202453_s_at,0.000137911,-3.774875498,0.000275822
48391,239142_at,0.000138121,-3.774440214,0.000276241
39346,230092_at,0.000139025,-3.772572406,0.00027805
50007,240758_at,0.000140748,-3.769044577,0.000281496
379,1552789_at,0.000142064,-3.766378852,0.000284127
36448,227193_at,0.000142167,-3.766170864,0.000284334
14123,204676_at,0.0001445,-3.7615046,0.000288999
44540,235291_s_at,0.000144586,-3.761332108,0.000289173
1066,1553717_at,0.000145453,-3.759617651,0.000290906
48858,239609_s_at,0.000146846,-3.756883228,0.000293691
11296,201848_s_at,0.000146947,-3.756686212,0.000293893
21517,212211_at,0.000147528,-3.755553073,0.000295055
37350,228096_at,0.000148853,-3.752983941,0.000297707
4785,1559437_at,0.00014944,-3.751854254,0.00029888
20507,211144_x_at,0.000150057,-3.750670351,0.000300114
37837,228583_at,0.000150095,-3.750597166,0.00030019
21710,212405_s_at,0.000150729,-3.749385199,0.000301459
40446,231192_at,0.000151261,-3.748374185,0.000302521
28407,219123_at,0.000151463,-3.747988864,0.000302927
45095,235846_at,0.000152453,-3.746116306,0.000304906
40370,231116_at,0.000152611,-3.745818253,0.000305222
1816,1554770_x_at,0.00015288,-3.745312398,0.00030576
37162,227908_at,0.000153311,-3.744502158,0.000306622
51330,242081_at,0.000154064,-3.743092168,0.000308129
28667,219383_at,0.000154136,-3.74295759,0.000308273
32770,223493_at,0.000154303,-3.742646637,0.000308606
38217,228963_at,0.000155066,-3.741226821,0.000310132
3829,1557706_at,0.000156223,-3.739087751,0.000312445
51822,242573_at,0.000157646,-3.736475167,0.000315293
25505,216213_at,0.000159428,-3.733237973,0.000318855
32784,223507_at,0.000159548,-3.733020913,0.000319095
28968,219684_at,0.000159928,-3.73233388,0.000319857
44853,235604_x_at,0.000160753,-3.730851081,0.000321506
27737,218452_at,0.000161332,-3.729815054,0.000322663
52298,243049_at,0.000161887,-3.728824636,0.000323773
28665,219381_at,0.000162066,-3.728505323,0.000324132
44552,235303_at,0.000163249,-3.726407128,0.000326498
3682,1557501_a_at,0.000164195,-3.724740117,0.000328389
44781,235532_at,0.000164237,-3.724665655,0.000328474
51770,242521_at,0.000165131,-3.723099389,0.000330261
15375,205928_at,0.00016517,-3.723030428,0.00033034
44441,235192_at,0.000165834,-3.721871376,0.000331669
42033,232780_s_at,0.000166152,-3.721318777,0.000332304
37421,228167_at,0.000166394,-3.720898031,0.000332788
49687,240438_at,0.000168094,-3.71796203,0.000336188
22626,213325_at,0.000169075,-3.716279438,0.00033815
1321,1554093_a_at,0.000169304,-3.715889206,0.000338607
37549,228295_at,0.000169843,-3.714970318,0.000339685
52778,243529_at,0.0001699,-3.714871813,0.000339801
53891,244641_at,0.000170374,-3.714067119,0.000340748
9177,1569369_at,0.000171515,-3.712137025,0.00034303
53915,244665_at,0.00017177,-3.711706428,0.000343541
27892,218607_s_at,0.000172029,-3.711270718,0.000344058
44535,235286_at,0.000172542,-3.710409099,0.000345084
42025,232772_at,0.000173295,-3.709150121,0.000346589
23412,214113_s_at,0.000173822,-3.708270974,0.000347643
53664,244414_at,0.000174157,-3.707712932,0.000348314
48238,238989_at,0.000174355,-3.707384804,0.000348709
45583,236334_at,0.000176021,-3.704629728,0.000352043
53039,243790_at,0.000177066,-3.702915086,0.000354133
26210,216920_s_at,0.000179259,-3.699348023,0.000358518
40072,230818_at,0.000181037,-3.696486965,0.000362073
48792,239543_s_at,0.000181804,-3.695260473,0.000363607
4521,1558971_at,0.000182134,-3.694733206,0.000364269
21424,212118_at,0.000182233,-3.694575939,0.000364466
14718,205271_s_at,0.000182701,-3.693831187,0.000365403
28469,219185_at,0.000184346,-3.691230185,0.000368692
50746,241497_at,0.00018448,-3.691019507,0.00036896
52552,243303_at,0.000185688,-3.689124677,0.000371375
32957,223681_s_at,0.000185699,-3.689106934,0.000371398
20087,210705_s_at,0.000185861,-3.688854233,0.000371721
35894,226639_at,0.000186326,-3.688127519,0.000372652
11977,202529_at,0.000186555,-3.687770478,0.000373111
48711,239462_at,0.000187033,-3.687027636,0.000374066
37869,228615_at,0.000187204,-3.686762486,0.000374407
44424,235175_at,0.000187994,-3.685538822,0.000375987
10124,200676_s_at,0.000188777,-3.684330544,0.000377554
38168,228914_at,0.000190024,-3.682415548,0.000380049
44896,235647_at,0.000190761,-3.681290753,0.000381522
10399,200951_s_at,0.000191811,-3.679693422,0.000383623
14019,204572_s_at,0.000191819,-3.679681937,0.000383638
44101,234852_at,0.000192508,-3.678639449,0.000385015
6383,1562059_at,0.000192763,-3.678253524,0.000385526
13163,203716_s_at,0.00019314,-3.677684618,0.000386281
24013,214717_at,0.000193257,-3.677508088,0.000386515
50938,241689_at,0.000195652,-3.673923103,0.000391304
30240,220956_s_at,0.000195798,-3.673706821,0.000391595
49642,240393_at,0.000198134,-3.670251653,0.000396268
1815,1554769_at,0.000198565,-3.669617985,0.00039713
47395,238146_at,0.00020001,-3.667504844,0.00040002
35275,226019_at,0.000200799,-3.666357386,0.000401597
30468,221185_s_at,0.000203287,-3.662765653,0.000406573
44636,235387_at,0.000204368,-3.661217809,0.000408735
19399,209993_at,0.000204548,-3.660960471,0.000409096
25330,216038_x_at,0.000206176,-3.658645812,0.000412352
33945,224686_x_at,0.000206994,-3.657489996,0.000413988
31569,222290_at,0.000207376,-3.656951862,0.000414751
2536,1555741_at,0.000208709,-3.655080023,0.000417418
44706,235457_at,0.000208839,-3.654898366,0.000417677
48486,239237_at,0.000209109,-3.654520539,0.000418218
28384,219100_at,0.000209302,-3.654250104,0.000418605
43134,233884_at,0.000211388,-3.651352194,0.000422776
44219,234970_at,0.000214494,-3.647085619,0.000428988
27515,218230_at,0.000214601,-3.646939483,0.000429203
25364,216072_at,0.000215171,-3.646164214,0.000430341
21006,211685_s_at,0.000216051,-3.644969103,0.000432102
47818,238569_at,0.000216297,-3.644636012,0.000432594
2268,1555363_s_at,0.000217755,-3.642669981,0.000435509
35821,226565_at,0.000217813,-3.642590884,0.000435627
35166,225909_at,0.000217878,-3.642503543,0.000435757
16783,207339_s_at,0.000218145,-3.642145809,0.00043629
52210,242961_x_at,0.00021859,-3.641548501,0.00043718
54375,41329_at,0.000218735,-3.641354607,0.00043747
39163,229909_at,0.00021902,-3.640973517,0.000438039
32711,223434_at,0.000220937,-3.638419503,0.000441875
41701,232447_at,0.000221398,-3.63780874,0.000442797
19944,210556_at,0.000221569,-3.637582327,0.000443139
16262,206816_s_at,0.000221805,-3.63727085,0.00044361
38891,229637_at,0.000221961,-3.637064985,0.000443922
41900,232646_at,0.000222304,-3.636611952,0.000444608
34280,225022_at,0.000222645,-3.636163417,0.000445289
22214,212910_at,0.000223164,-3.635480331,0.000446328
38617,229363_at,0.000223596,-3.634913184,0.000447192
18834,209421_at,0.000224672,-3.633506124,0.000449343
22535,213233_s_at,0.000225728,-3.632130257,0.000451456
4128,1558277_at,0.000226107,-3.631637991,0.000452214
13012,203565_s_at,0.000226497,-3.63113161,0.000452995
7830,1565150_at,0.000227689,-3.629592066,0.000455378
40889,231635_x_at,0.000228197,-3.628937955,0.000456394
48993,239744_at,0.000228199,-3.628935317,0.000456398
1572,1554447_at,0.000228785,-3.628182679,0.000457569
46431,237182_at,0.000228835,-3.628118703,0.000457669
22019,212714_at,0.000228971,-3.627943956,0.000457942
16198,206752_s_at,0.000228973,-3.627941496,0.000457946
13417,203970_s_at,0.000229008,-3.627895689,0.000458017
52415,243166_at,0.000231525,-3.624685692,0.000463051
38926,229672_at,0.000231744,-3.624408905,0.000463487
44068,234819_at,0.000231946,-3.624152792,0.000463892
2815,1556154_a_at,0.000232347,-3.62364558,0.000464693
14130,204683_at,0.000233065,-3.622738464,0.00046613
28583,219299_at,0.000233489,-3.622203971,0.000466979
26128,216838_at,0.00023403,-3.621524215,0.00046806
54084,244834_at,0.000236649,-3.61825233,0.000473298
41867,232613_at,0.000237106,-3.617684578,0.000474212
35175,225918_at,0.000239004,-3.615339401,0.000478008
48319,239070_at,0.000239545,-3.614674518,0.000479089
48948,239699_s_at,0.00024019,-3.613882836,0.00048038
31085,221805_at,0.000242089,-3.611564163,0.000484178
41651,232397_at,0.00024235,-3.611246546,0.000484701
39339,230085_at,0.000242491,-3.611075668,0.000484982
31481,222201_s_at,0.000242939,-3.610531644,0.000485879
4342,1558679_at,0.000243559,-3.609781307,0.000487118
50683,241434_at,0.000244038,-3.609202346,0.000488077
10410,200962_at,0.000245206,-3.607796143,0.000490412
6077,1561530_at,0.000245407,-3.607555193,0.000490813
19147,209739_s_at,0.000245512,-3.607429087,0.000491023
21036,211715_s_at,0.000246051,-3.606782602,0.000492102
14743,205296_at,0.000247251,-3.605348932,0.000494501
3160,1556678_a_at,0.000247759,-3.604743061,0.000495519
20908,211583_x_at,0.000248863,-3.603432639,0.000497726
32545,223268_at,0.000249744,-3.602390278,0.000499488
10607,201159_s_at,0.0002507,-3.601263465,0.0005014
21073,211753_s_at,0.000251056,-3.600844975,0.000502112
13614,204167_at,0.000251205,-3.600669528,0.00050241
42236,232983_s_at,0.000251724,-3.600060952,0.000503448
36032,226777_at,0.000252704,-3.598914793,0.000505407
4522,1558972_s_at,0.0002528,-3.598801565,0.000505601
47157,237908_at,0.000252831,-3.598765655,0.000505663
44746,235497_at,0.000253211,-3.598322174,0.000506423
42790,233539_at,0.000253744,-3.597701526,0.000507489
22366,213063_at,0.000255194,-3.596019253,0.000510389
13931,204484_at,0.000256565,-3.5944371,0.000513131
38317,229063_s_at,0.00025846,-3.592263005,0.000516921
54272,37254_at,0.000258648,-3.592049102,0.000517295
34932,225675_at,0.000259365,-3.591230237,0.000518731
13841,204394_at,0.000260029,-3.590474693,0.000520059
39048,229794_at,0.000262569,-3.587600971,0.000525138
17207,207766_at,0.000262888,-3.587241834,0.000525776
41254,232000_at,0.000264422,-3.58552152,0.000528843
53164,243915_at,0.000264824,-3.585072018,0.000529647
51237,241988_x_at,0.000264932,-3.584950759,0.000529864
28659,219375_at,0.000265784,-3.584001433,0.000531567
44944,235695_at,0.000267415,-3.582190532,0.00053483
45514,236265_at,0.000268081,-3.581453615,0.000536163
4726,1559332_at,0.000268233,-3.58128582,0.000536467
16954,207513_s_at,0.000268751,-3.580714498,0.000537503
22096,212791_at,0.000268859,-3.580596164,0.000537718
35710,226454_at,0.000269515,-3.579874258,0.00053903
13194,203747_at,0.000272915,-3.57616044,0.00054583
13247,203800_s_at,0.000274615,-3.57431977,0.000549231
44671,235422_at,0.000275039,-3.573862945,0.000550078
34118,224860_at,0.000275412,-3.573460805,0.000550824
37959,228705_at,0.000276054,-3.572770653,0.000552108
23792,214493_s_at,0.000276326,-3.572478547,0.000552652
12929,203482_at,0.000276791,-3.571980007,0.000553582
42477,233225_at,0.000276963,-3.571795841,0.000553926
11446,201998_at,0.000277217,-3.571523449,0.000554435
29006,219722_s_at,0.000278451,-3.570205922,0.000556903
52997,243748_at,0.000279399,-3.569197561,0.000558799
